district,zone,variable,skill_vs_naive,skill_vs_clim,seasonal_naive_R2,seasonal_naive_RMSE,climatology_R2,climatology_RMSE
Brahmanbaria,4. Coastal Humid Heat Zone (Coastal Belt),solar_radiation,0.061917676687265,-0.0822842172309739,0.5466750367542916,22.682100381637486,0.6594280394746281,19.659972015537786
Brahmanbaria,4. Coastal Humid Heat Zone (Coastal Belt),uv,0.07289322370548723,-0.055077895826379786,0.5544651609458076,0.6276633943292065,0.6559891569930525,0.5515336719843287
Brahmanbaria,4. Coastal Humid Heat Zone (Coastal Belt),tmax,0.0022153224531713533,0.018706985427355827,0.9030380347708673,1.0864598234040712,0.8997515525357169,1.104718925401628
Brahmanbaria,4. Coastal Humid Heat Zone (Coastal Belt),tmin,0.2550299953500641,0.0781698143950057,0.9473234501808306,1.0985344076450252,0.9655972590489892,0.8877721684003349
Brahmanbaria,4. Coastal Humid Heat Zone (Coastal Belt),dew_point,0.33705727232972693,0.12703629622690749,0.9250866055742486,1.171498520075714,0.9567964808413894,0.8896548859980452
Chandpur,4. Coastal Humid Heat Zone (Coastal Belt),temperature,-0.11725123396246873,-0.3205525326372547,0.935974938866259,0.9567453064135998,0.9541710061269675,0.809452746301324
Chandpur,4. Coastal Humid Heat Zone (Coastal Belt),humidity,-0.16564017258741193,-0.4038897285055698,0.45278990668315233,5.199748677391832,0.6227605358166838,4.317316255442734
Chandpur,4. Coastal Humid Heat Zone (Coastal Belt),solar_radiation,0.1184177868935995,-0.004925922377380765,0.6233460412907224,21.13194188923863,0.7101321318364346,18.538226234505345
Chandpur,4. Coastal Humid Heat Zone (Coastal Belt),uv,0.0604339106988131,-0.2169246470075188,0.6078333614770344,0.6161864003738755,0.7662250681673164,0.47574666837714286
Chandpur,4. Coastal Humid Heat Zone (Coastal Belt),tmax,0.022465250458681085,-0.08259042064421651,0.8826094810896474,1.143128042351142,0.9042874092266435,1.032197739112104
Chandpur,4. Coastal Humid Heat Zone (Coastal Belt),tmin,0.0350225778194605,-0.552527655404512,0.9280737931607995,1.1606517098256806,0.9722129289346922,0.7214059544112942
Chandpur,4. Coastal Humid Heat Zone (Coastal Belt),dew_point,0.027949625107492437,-0.25372297333811145,0.9163183354065977,1.2462729316073031,0.9496957490231955,0.9662741260628994
Chittagong,4. Coastal Humid Heat Zone (Coastal Belt),temperature,0.02467517346091541,0.03869955590660579,0.9526242604597226,0.6785873649616253,0.9512318507035662,0.6884872550402265
Chittagong,4. Coastal Humid Heat Zone (Coastal Belt),humidity,0.31875246324818163,-0.028103213777139313,0.3833111842275192,5.428336429914418,0.7292287632238217,3.596954830977677
Chittagong,4. Coastal Humid Heat Zone (Coastal Belt),solar_radiation,0.13323613630914666,-0.04233154916368176,0.6335233009276011,23.575234778211463,0.7465827379801728,19.60428195824732
Chittagong,4. Coastal Humid Heat Zone (Coastal Belt),uv,-0.02905947553443422,-0.11631538858046242,0.6097007894121331,0.6776031393302868,0.6683310608752329,0.6246388236808322
Chittagong,4. Coastal Humid Heat Zone (Coastal Belt),tmax,0.05276843512502494,0.09529523294472275,0.8134071352982949,1.0270366656436911,0.795452771974095,1.075313829889668
Chittagong,4. Coastal Humid Heat Zone (Coastal Belt),tmin,0.10627726702741735,-0.04629781659614607,0.9625685063914307,0.728899148490903,0.9726893442121977,0.6226083326542208
Chittagong,4. Coastal Humid Heat Zone (Coastal Belt),dew_point,0.2884123129549617,0.018386971723581835,0.9098382715260535,1.2654225952682363,0.9526196297099525,0.9173259846423802
Chuadanga,3. Southwest Hot-Dry Zone (Drought or Saline),temperature,0.1428265954330239,0.0250129071415931,0.9614136777631491,0.926621833437937,0.970175509757808,0.8146524169724974
Chuadanga,3. Southwest Hot-Dry Zone (Drought or Saline),humidity,-0.04718217986975515,0.011754248449550087,0.7128853215866102,3.76163034378274,0.6776186050703431,3.9859642776977164
Chuadanga,3. Southwest Hot-Dry Zone (Drought or Saline),solar_radiation,-0.008905094891878962,-0.12182296156614858,0.7648458065020244,18.033350021657977,0.8098025419350113,16.218190693315115
Chuadanga,3. Southwest Hot-Dry Zone (Drought or Saline),uv,0.0763351076876353,-0.1101775822126434,0.7308320640029333,0.5140020281277644,0.8136766469448481,0.42764836505952075
Chuadanga,3. Southwest Hot-Dry Zone (Drought or Saline),tmax,0.030357790200529533,0.00015305678938948297,0.9181237456227632,1.1857950529683379,0.9229958829448968,1.1499729466966053
Chuadanga,3. Southwest Hot-Dry Zone (Drought or Saline),tmin,0.31946865507670197,-0.18829794091391405,0.9359606424791779,1.388240983033002,0.9789964577956504,0.7950375665336038
Chuadanga,3. Southwest Hot-Dry Zone (Drought or Saline),dew_point,0.2312262957329676,-0.15560071744403037,0.9207538655007087,1.3476895826858168,0.9649280816380341,0.8965625384648888
Comilla,4. Coastal Humid Heat Zone (Coastal Belt),temperature,0.021106463362963956,0.0260873070106733,0.9595062125623852,0.8195182604970654,0.9590909618293889,0.8237094907288531
Comilla,4. Coastal Humid Heat Zone (Coastal Belt),humidity,0.2661026310443503,0.05902853016760734,0.4653612417129066,3.7077484008087915,0.674779293276832,2.8918058446424286
Comilla,4. Coastal Humid Heat Zone (Coastal Belt),solar_radiation,0.14230914845551756,0.006924575488485907,0.5442265661362726,23.241948045912117,0.6600256957236299,20.073406026391762
Comilla,4. Coastal Humid Heat Zone (Coastal Belt),uv,0.09326462809492575,-0.02776293377032646,0.5687698096852967,0.6411015447227861,0.6643517614588352,0.5656065503847387
Comilla,4. Coastal Humid Heat Zone (Coastal Belt),tmax,0.031698685026844586,0.005848959433783385,0.893888029335437,1.0759332385280553,0.8993344940736118,1.047957027834192
Comilla,4. Coastal Humid Heat Zone (Coastal Belt),tmin,0.18560250617703544,-0.01631573130427899,0.9511914122289754,1.071675029288216,0.9686590755113227,0.8587581901589924
Comilla,4. Coastal Humid Heat Zone (Coastal Belt),dew_point,0.3713656799303372,0.047286376978501576,0.9301106480249323,1.1511412057828239,0.9695713672960949,0.7595638938240813
Cox_s Bazar,4. Coastal Humid Heat Zone (Coastal Belt),temperature,-0.08489303214909949,0.10786856276565748,0.9597936701292651,0.5582084959402902,0.94054196061191,0.6788198268289176
Cox_s Bazar,4. Coastal Humid Heat Zone (Coastal Belt),humidity,0.29974365526029156,-0.03755425677291413,0.7153197249155485,3.77038300882874,0.8703269133150373,2.544671381565134
Cox_s Bazar,4. Coastal Humid Heat Zone (Coastal Belt),solar_radiation,0.030955289902003025,-0.21180049762261133,0.7662427410395984,22.0107353230755,0.8505174549788662,17.601401115149574
Cox_s Bazar,4. Coastal Humid Heat Zone (Coastal Belt),uv,0.049441443295652365,-0.127850834520725,0.7209214532124173,0.6636052734445188,0.801764754197843,0.5592899802347262
Cox_s Bazar,4. Coastal Humid Heat Zone (Coastal Belt),tmax,0.02647963622609928,-0.07382689991812796,0.6011653684484426,1.3044751755809256,0.672195897504183,1.1826237055175184
Cox_s Bazar,4. Coastal Humid Heat Zone (Coastal Belt),tmin,0.04726572784492444,0.18756782753702916,0.965022798275752,0.6176314108377167,0.9518989660775525,0.7242926026435818
Cox_s Bazar,4. Coastal Humid Heat Zone (Coastal Belt),dew_point,0.29455998957881413,-0.13016917211742407,0.9388954318315339,0.9489226948047514,0.9761928755883554,0.592307817472845
Dhaka,2. Central Urban Heat Zone (Urban Heat-Island Region),temperature,-0.10106578506651376,-0.2117791295971294,0.9355007864482601,0.9632094699240967,0.9467482337129624,0.8752065168328746
Dhaka,2. Central Urban Heat Zone (Urban Heat-Island Region),humidity,0.024314931117330185,-0.13505418406813896,0.49595403991190257,5.411454879394327,0.627560042647225,4.651650820609948
Dhaka,2. Central Urban Heat Zone (Urban Heat-Island Region),solar_radiation,-0.0022848547374092476,-0.12001784246432767,0.6287011452167286,20.792608071510397,0.7026581337104518,18.606950148858395
Dhaka,2. Central Urban Heat Zone (Urban Heat-Island Region),uv,0.09513023182270997,-0.08693759922556121,0.5307209828508892,0.6609525951472494,0.6747674014189498,0.5502395187848839
Dhaka,2. Central Urban Heat Zone (Urban Heat-Island Region),tmax,0.017593897853870777,-0.014434017197258786,0.8853812642057064,1.1454784547147427,0.8925045434138837,1.1093131782960113
Dhaka,2. Central Urban Heat Zone (Urban Heat-Island Region),tmin,-0.003285244965141043,-0.34575035216976624,0.9443705454462189,1.0237403445366124,0.9690810563389003,0.7632199989345008
Dhaka,2. Central Urban Heat Zone (Urban Heat-Island Region),dew_point,0.15497622006933853,-0.18026458767513986,0.887776747258878,1.4737358443921662,0.9424742936563596,1.0551378452357207
Dinajpur,1. Northwest Extreme Heat Zone (Dry Hot Plains),temperature,0.06492529603043029,0.0995689559954619,0.9630686101277786,0.9363530108871675,0.9601721053520155,0.9723787515947981
Dinajpur,1. Northwest Extreme Heat Zone (Dry Hot Plains),humidity,-0.010633864323679187,0.003304425084808993,0.5525872726139809,5.0864603501105785,0.5399860870883485,5.157591955596711
Dinajpur,1. Northwest Extreme Heat Zone (Dry Hot Plains),solar_radiation,0.09514331232236939,-0.12168761297915354,0.4826754248114806,28.11026715948099,0.6633498106280006,22.67633424613201
Dinajpur,1. Northwest Extreme Heat Zone (Dry Hot Plains),uv,0.20636786583885947,0.031248538853358876,0.40289498683182756,0.8039279881315433,0.5992583661438086,0.6586034814105229
Dinajpur,1. Northwest Extreme Heat Zone (Dry Hot Plains),tmax,0.15582198159943217,0.12913615195704353,0.8856812509717297,1.2949705524627535,0.8925800322245085,1.2552888460368987
Dinajpur,1. Northwest Extreme Heat Zone (Dry Hot Plains),tmin,0.27766899528425626,-0.05701861782972162,0.9609979653461501,1.1146217131517322,0.9817864541538446,0.7616950244376628
Dinajpur,1. Northwest Extreme Heat Zone (Dry Hot Plains),dew_point,0.10479998417460956,-0.24104195530435413,0.9336474048859428,1.2958323440065278,0.9654756788245257,0.9347219325693223
Faridpur,2. Central Urban Heat Zone (Urban Heat-Island Region),temperature,-0.08510832224668441,-0.2694530718405468,0.9346558084488366,0.9999907979268384,0.9522558818569656,0.8547762505527354
Faridpur,2. Central Urban Heat Zone (Urban Heat-Island Region),humidity,-0.16190535725399657,-0.39707758777692415,0.5310839224023943,4.9092804460335175,0.6756636832224768,4.082893677784364
Faridpur,2. Central Urban Heat Zone (Urban Heat-Island Region),solar_radiation,-0.04080496296425795,-0.1197610191980163,0.700079067558238,19.024499523730764,0.7408836623457804,17.683053064654512
Faridpur,2. Central Urban Heat Zone (Urban Heat-Island Region),uv,0.07379756926945613,-0.07456271758934552,0.7051216793936392,0.5256274054488618,0.7809258474340581,0.4530562736044733
Faridpur,2. Central Urban Heat Zone (Urban Heat-Island Region),tmax,-0.005449458998786794,-0.020506252594321372,0.8955301371273737,1.12133318518991,0.8985901420767028,1.1047887668893788
Faridpur,2. Central Urban Heat Zone (Urban Heat-Island Region),tmin,0.08418486023652416,-0.6851502081986711,0.8898069697995759,1.553165955841782,0.967454381696786,0.8440867110864805
Faridpur,2. Central Urban Heat Zone (Urban Heat-Island Region),dew_point,0.08150586697013762,-0.26305947066370083,0.9086163389548362,1.3335611101685068,0.9516747925779492,0.9697627737852527
Feni,4. Coastal Humid Heat Zone (Coastal Belt),temperature,0.014965053581755816,-0.01949957488677101,0.9577825639745771,0.7675138056773986,0.9605886753022366,0.7415676662098324
Feni,4. Coastal Humid Heat Zone (Coastal Belt),humidity,0.4352628854155951,0.12348755738826234,0.570995247806433,4.111908642735093,0.8219103858241547,2.6493034319211803
Feni,4. Coastal Humid Heat Zone (Coastal Belt),solar_radiation,0.15581153961588823,-0.0024396322232405065,0.5119408222355051,24.0290823751354,0.6538735010748024,20.235706373380015
Feni,4. Coastal Humid Heat Zone (Coastal Belt),uv,0.12742923850599408,-0.014443618773428257,0.5244360137597612,0.6594893598770926,0.6481525221773985,0.5672578764317445
Feni,4. Coastal Humid Heat Zone (Coastal Belt),tmax,0.11882105623633255,0.014049105930898254,0.8146712635473233,1.1597352104249157,0.851966360632779,1.03649609114928
Feni,4. Coastal Humid Heat Zone (Coastal Belt),tmin,0.23632136103931933,-0.15356072294348921,0.9399084775794719,1.1325421145004528,0.9736637720833949,0.7497639295142047
Feni,4. Coastal Humid Heat Zone (Coastal Belt),dew_point,0.35421808755235407,-0.1935517756197367,0.9304157367676577,1.1757642003666133,0.9796295670082246,0.6361577850328096
Gaibandha,1. Northwest Extreme Heat Zone (Dry Hot Plains),temperature,0.117525997824804,0.1301243871095784,0.9590218809098422,0.9172089071239594,0.9578263150898528,0.9304928234634622
Gaibandha,1. Northwest Extreme Heat Zone (Dry Hot Plains),humidity,-0.012621790244899511,0.05665708278805959,0.5543909872751459,4.313108932883079,0.4865368069319882,4.62986259762851
Gaibandha,1. Northwest Extreme Heat Zone (Dry Hot Plains),solar_radiation,0.13241039305225188,0.008463158951417138,0.5135511842428191,26.500022548273076,0.6275670289074993,23.18738265181232
Gaibandha,1. Northwest Extreme Heat Zone (Dry Hot Plains),uv,0.17018465634619462,0.06767392830869812,0.47679794572747336,0.7597242428036449,0.5855265614310209,0.6761913591889477
Gaibandha,1. Northwest Extreme Heat Zone (Dry Hot Plains),tmax,0.15043191981341197,0.21624009559960522,0.8926709092220728,1.1800390974266906,0.8738905185819021,1.279120742101339
Gaibandha,1. Northwest Extreme Heat Zone (Dry Hot Plains),tmin,0.296031107787469,0.015268872518088505,0.957904039306066,1.0786354314697286,0.9784864525044147,0.771099611459046
Gaibandha,1. Northwest Extreme Heat Zone (Dry Hot Plains),dew_point,0.10318265158136275,-0.30080613874729645,0.9472777110665392,1.0831292142703093,0.974940228712997,0.7467439159474674
Gazipur,2. Central Urban Heat Zone (Urban Heat-Island Region),temperature,-0.09061662999663667,-0.24807058142997263,0.9272917534593926,1.0195498085633266,0.944479980558472,0.8909255557126042
Gazipur,2. Central Urban Heat Zone (Urban Heat-Island Region),humidity,0.024964140981802108,-0.148840717574509,0.4486669904801077,5.655796985712567,0.6028674060525854,4.800147477397477
Gazipur,2. Central Urban Heat Zone (Urban Heat-Island Region),solar_radiation,0.05148483468299847,-0.07212015900362356,0.5861519189882174,21.89362535722115,0.6760764081271713,19.36950396902567
Gazipur,2. Central Urban Heat Zone (Urban Heat-Island Region),uv,0.08801898596259106,-0.047204067971061914,0.5492212967460378,0.6406584946763598,0.6581210645930466,0.55793173603559
Gazipur,2. Central Urban Heat Zone (Urban Heat-Island Region),tmax,0.0009323102909017944,-0.05754205678422308,0.8780205552222499,1.1856769253988455,0.8911367777544068,1.1201176340935886
Gazipur,2. Central Urban Heat Zone (Urban Heat-Island Region),tmin,-0.009961577205152672,-0.30324546868381597,0.944384690957918,1.0260693312588267,0.966599604343751,0.7951614834054093
Gazipur,2. Central Urban Heat Zone (Urban Heat-Island Region),dew_point,0.15089743726190352,-0.1616356618349606,0.8835045458509915,1.486235037765832,0.9377571586710843,1.0863698669552497
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),temperature,0.017130141477047278,-0.05032120050888378,0.9600052918284141,0.8554269239190049,0.9649772452872807,0.8004916393972051
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),humidity,0.054698550908732546,0.06246909970853398,0.769543734200923,2.5995649370731333,0.765707715790542,2.6211109428586488
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),solar_radiation,0.024794519792549208,-0.06547127256587726,0.7448346920475022,17.24183836481746,0.7862380489455187,15.781124930500125
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),uv,0.015488310470868072,-0.16174949149475482,0.8068264472543601,0.41861858040113087,0.8612718996996039,0.3547536615047142
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),tmax,0.041804830474088894,-0.06225340443204086,0.8962728963126629,1.1201095608804825,0.9155997092876733,1.010383742803182
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),tmin,0.19717788824341376,-0.03356869707461563,0.9568349581752718,1.0244986782813619,0.9739569333879101,0.7957769954891513
Gopalganj,2. Central Urban Heat Zone (Urban Heat-Island Region),dew_point,0.28262304837876107,-0.09322540248978073,0.9536618680229648,0.9692923636791998,0.9800467367856437,0.6360518146599046
Habiganj,5. Haor or Wetland Humid Zone (Haor Basin),temperature,0.09937126460986234,0.10160086665833601,0.95620097650079,0.8699679325545614,0.955983310285896,0.8721269754705037
Habiganj,5. Haor or Wetland Humid Zone (Haor Basin),humidity,0.22410724455095177,0.06447988223623669,0.5082163855167663,3.4811643598482367,0.6617240004618143,2.8871749052175133
Habiganj,5. Haor or Wetland Humid Zone (Haor Basin),solar_radiation,0.13036571831442334,-0.0922779950062882,0.41057686145459915,24.72606653075902,0.6263765597567861,19.68604623062338
Habiganj,5. Haor or Wetland Humid Zone (Haor Basin),uv,0.1649074615821572,0.0070518174472348205,0.45792906609507533,0.7103237027126932,0.6165823006822753,0.5973987710735169
Habiganj,5. Haor or Wetland Humid Zone (Haor Basin),tmax,0.047499796903744396,0.03873053885374689,0.8929670292336152,1.1074004698749706,0.894910955577733,1.0972981199330072
Habiganj,5. Haor or Wetland Humid Zone (Haor Basin),tmin,0.31906770376341476,0.16048219351957227,0.9451132805746536,1.160252509569238,0.9638910121119819,0.941079985983193
Habiganj,5. Haor or Wetland Humid Zone (Haor Basin),dew_point,0.3813324336757111,0.10247823689266655,0.9310280991538599,1.1383122079402352,0.9672284550137978,0.7846459800210932
Jamalpur,2. Central Urban Heat Zone (Urban Heat-Island Region),temperature,0.12376060156496071,0.07866501079520238,0.9508501426859362,0.9586255445016038,0.9555437644019447,0.9117047331107407
Jamalpur,2. Central Urban Heat Zone (Urban Heat-Island Region),humidity,0.10373009951740064,0.1245336432773001,0.6101053562503918,3.333426996085663,0.5913552065251704,3.4126386001078877
Jamalpur,2. Central Urban Heat Zone (Urban Heat-Island Region),solar_radiation,0.1372609448726687,0.011988864573020508,0.4996144242789934,26.491898088525737,0.6184600483838134,23.132932723017298
Jamalpur,2. Central Urban Heat Zone (Urban Heat-Island Region),uv,0.17468156990914874,0.049874820596450764,0.42545761588479125,0.8047129521159844,0.5664856240104752,0.6990072936821462
Jamalpur,2. Central Urban Heat Zone (Urban Heat-Island Region),tmax,0.01008525775741742,-0.00881974846676492,0.8514990295378455,1.3142495677789234,0.8570126145180397,1.2896208902607136
Jamalpur,2. Central Urban Heat Zone (Urban Heat-Island Region),tmin,0.3440655207654606,0.07074514529405318,0.9499004066459802,1.119084049880974,0.9750376513938962,0.7899294900220212
Jamalpur,2. Central Urban Heat Zone (Urban Heat-Island Region),dew_point,0.3286189833907234,-0.05697197205174298,0.961645348881201,0.890954263297347,0.984525051620104,0.5659277585987486
Jessore,3. Southwest Hot-Dry Zone (Drought or Saline),temperature,0.06867514705061639,-0.02460510730784038,0.9617136514089256,0.8836222353311427,0.9683675156739322,0.8031770898984323
Jessore,3. Southwest Hot-Dry Zone (Drought or Saline),humidity,-0.00829799979733803,0.05258000407611452,0.7440154472508307,2.994972553091651,0.7100611065863893,3.1874193575420877
Jessore,3. Southwest Hot-Dry Zone (Drought or Saline),solar_radiation,-0.0517622279195058,-0.13448412157942635,0.7577920076157003,17.647329425727452,0.7918258663034157,16.360559095170288
Jessore,3. Southwest Hot-Dry Zone (Drought or Saline),uv,-0.004138371837207222,-0.07757843179863655,0.7775370114675899,0.4746076530522329,0.8068266935242567,0.44226178061292404
Jessore,3. Southwest Hot-Dry Zone (Drought or Saline),tmax,0.04772439305317189,-0.08857313175419956,0.907726918042665,1.1504983512529592,0.9293869249708714,1.0064473242741416
Jessore,3. Southwest Hot-Dry Zone (Drought or Saline),tmin,0.27733502327199766,-0.08169629609695894,0.9469912244205281,1.2022801027467112,0.9763401981722242,0.803225198798418
Jessore,3. Southwest Hot-Dry Zone (Drought or Saline),dew_point,0.29043733598948296,-0.04375259376636875,0.9431674645539655,1.1061838252133955,0.973734637009969,0.7520045905432766
Jhalokati,4. Coastal Humid Heat Zone (Coastal Belt),temperature,0.03131376521675511,-0.03594261680376243,0.962431169771262,0.788026978651643,0.9671509714628056,0.7368659947718681
